PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Internal outlinks to 3xx,Internal outlinks codes (3xx),No. of internal outlinks to 3xx,External outlinks to 3xx,External outlinks codes (3xx),No. of external outlinks to 3xx
40,https://khairan.tech/,"Khairan Noor Fadhlillah | AI, DevOps, & Software Engineering Expert Portfolio",text/html; charset=utf-8,false,200,0,0,"https://khairan.tech/arvenia-shop-website/
https://khairan.tech/dlibration/
https://khairan.tech/estimatescopeai/
https://khairan.tech/makaragus-library/
https://khairan.tech/multi-asset-investment-analysis/
https://khairan.tech/oneformind/
https://khairan.tech/organization-website/
https://khairan.tech/playforcalm/
https://khairan.tech/sharesa-digital/
https://khairan.tech/umkm-sukatani-website/
https://khairan.tech/velosta-web/
https://khairan.tech/zerocloud/","308
308
308
308
308
308
308
308
308
308
308
308",12,,,0
