PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Internal outlinks to 4xx,Internal outlinks codes (4xx),Internal outlinks to 5xx,Internal outlinks codes (5xx),No. of internal outlinks to 4xx,No. of internal outlinks to 5xx,External outlinks to 4xx,External outlinks codes (4xx),External outlinks to 5xx,External outlinks codes (5xx),No. of external outlinks to 4xx,No. of external outlinks to 5xx
0,https://khairan.tech/fundex-wesbsite-redesign,"FundEx Wesbsite ReDesign | Khairan Noor Fadhlillah - AI, DevOps & Engineering | Khairan Noor Fadhlillah",text/html; charset=utf-8,false,200,0,6,https://khairan.tech/ai-web-agent-vps,404,,,1,0,,,,,0,0
0,https://khairan.tech/ai-social-automation,"AI Social Media Automation | Khairan Noor Fadhlillah - AI, DevOps & Engineering | Khairan Noor Fadhlillah",text/html; charset=utf-8,false,200,0,5,https://khairan.tech/ai-web-agent-vps,404,,,1,0,,,,,0,0
