PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
40,https://khairan.tech/,"Khairan Noor Fadhlillah | AI, DevOps, & Software Engineering Expert Portfolio",text/html; charset=utf-8,false,200,0,0,,,77,1,true
